Title,Location,No of Bedrooms,No of Bathrooms,Description,Price
4 Bed House with En Suite in Loresho,"Loresho, Westlands",4,3,"Tranquil and Prestigious Loresho Estate, Beauti...","KSh 150,000/ month"
5 Bed Townhouse with En Suite at Off James Gichuru,"77, Off James Gichuru, Lavington",5,6,5 bedroom townhouse for Rent  in Lavington,"KSh 350,000/ month"
4 Bed House with En Suite in Lavington,Lavington,4,4,Beautiful townhouse is located in a serene neig...,"KSh 280,000/ month"
5 Bed House with Garden in Kitisuru,"Kitisuru, Westlands",5,3,5-Bedroom House for Rent in Kitisuru,"KSh 470,000/ month"
5 Bed Villa with En Suite in Loresho,"Loresho, Westlands",5,5,"Luxurious 5 bedroom All ensuite plus Dsq , priv...","KSh 580,000/ month"
5 Bed Villa with En Suite in Loresho,"Loresho, Westlands",5,5,Luxurious 5 & 6 Bedroom all ensuite with a priv...,"KSh 580,000/ month"
4 Bed Villa with En Suite in Kileleshwa,Kileleshwa,4,3,Kileleshwa 4 bedroom massionate plus DSQ to let...,"KSh 160,000/ month"
5 Bed Townhouse with En Suite at Chalbi Drive,"14, Chalbi Drive, Lavington",5,5,lovely townhouse is within a gated community wi...,"KSh 250,000/ month"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,5,"A spacious, unfurnished 5-bedroom house, all en...","KSh 330,000/ month"
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",4,5,Spectacular 4  Bedroom Townhouse For Rent in Ru...,"KSh 350,000/ month"
5 Bed House with En Suite at Mimosa Drive,"56, Mimosa drive, Runda, Westlands",5,6,5 Bedroom House To Rent in Runda mimosa,"KSh 350,000/ month"
4 Bed Townhouse with En Suite at Chalbi Drive,"71, Chalbi Drive, Lavington",4,5,4 bedroom townhouse for rent in Lavington,"KSh 310,000/ month"
5 Bed House with En Suite at Chalbi Drive,"67, Chalbi Drive, Lavington",5,5,5 Bedroom Townhouse to Rent in Lavington This l...,"KSh 300,000/ month"
5 Bed House with En Suite at Thigiri Ridge,"12q, Thigiri Ridge, Thigiri, Westlands",5,6,Thigiri lane 5 bedrooms,"KSh 500,000/ month"
5 Bed House with En Suite at Eliud Mathu,"71, Eliud mathu, Runda, Westlands",5,6,Runda,"KSh 580,000/ month"
5 Bed Townhouse with En Suite at Spring Valley,"34, Spring valley, Spring Valley, Westlands",5,6,Spring Valley 5 bedrooms,"KSh 300,000/ month"
4 Bed Townhouse with En Suite at James Gichuru,"51, James Gichuru, Lavington",4,5,4-bedroom townhouse nestled in the heart of Lav...,"KSh 220,000/ month"
4 Bed House with En Suite at Karen Plains,"Karen Plains, Karen",4,5,A 4 bedrooms house with 2 SQs in Karen for rent,"KSh 420,000/ month"
5 Bed Townhouse with En Suite at Off Lower Kabete Rd,"Off Lower Kabete Rd, Westlands Area, Westlands",5,5,A 5 bedrooms townhouse with an SQ for Rent,"KSh 300,000/ month"
3 Bed Villa with En Suite at Windsor Park Estate,"Windsor Park Estate, Windsor, Roysambu",3,3,Golf Course Living! 3-Bedroom Ensuite Home in W...,"KSh 550,000/ month"
4 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,4,4,AN EXECUTIVE 4BEDROOM TOWN HOUSE FOR RENT IN KI...,"KSh 270,000/ month"
3 Bed House with Garden in Kilimani,Kilimani,3,3,"3-BEDROOM MAISONETTE TO LET IN KILIMANI, Kes 16...","KSh 160,000/ month"
5 Bed House with En Suite in Loresho,"Loresho Nairobi, Loresho, Westlands",5,6,A 5bdrm family house to let in loresho.,"KSh 600,000/ month"
6 Bed Villa with En Suite at Off Loresho Ridge,"Off Loresho Ridge, Loresho, Westlands",6,6,Newly built 5 & 6 bedroom luxury houses( in a g...,"KSh 650,000/ month"
3 Bed House with Garden in Kiambu Road,Kiambu Road,3,,3 bedroomed House in Kiambu road,"KSh 140,000/ month"
5 Bed Villa with En Suite in Dennis Pritt,Dennis Pritt,5,5,5 bedroom all ensuite Villa + a separate Dsq fo...,"KSh 250,000/ month"
8 Bed House with En Suite at Benin Drive,"1, Benin Drive, Runda, Westlands",8,8,Grand 8-Bedroom Furnished Mansion for Rent in R...,"KSh 600,000/ month"
5 Bed House with Staff Quarters at Mimosa,"1, Mimosa, Runda, Westlands",5,3,Stunning 5-Bedroom Mansion for Rent in Runda –...,"KSh 350,000/ month"
4 Bed House with En Suite at Peponi,"Peponi, Lower Kabete, Westlands",4,4,Luxury Living on Peponi Road – 4-Bedroom Ensuit...,"KSh 550,000/ month"
4 Bed House with En Suite at Thigiri,"Thigiri, Westlands",4,4,Serene 4-Bedroom Bungalow on 1 Acre – Peaceful...,"KSh 520,000/ month"
6 Bed House with En Suite in Nyari,"Nyari, Westlands",6,5,Ultra-Luxury 6-Bedroom Villa for Rent in Nyari...,"KSh 1,000,000/ month"
5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",5,5,For Sale & Rent: Ultra-Modern 5-Bedroom Villa i...,"KSh 1,000,000/ month"
5 Bed House with En Suite at Runda Groove,"1, Runda Groove, Runda, Westlands",5,5,Runda Grove Luxury: 5-Bedroom Home on 1 Acre –...,"KSh 500,000/ month"
5 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",5,5,Luxurious 5-Bedroom Villa in Old Kitisuru’s Exc...,"KSh 550,000/ month"
5 Bed House with En Suite in Ridgeways,Ridgeways,5,5,Prestigious 5-Bedroom Villa on 2 Acres – Perfec...,"KSh 500,000/ month"
5 Bed House with En Suite at Stream Drive,"stream Drive, Thome, Roysambu",5,5,Secure & Serene 5-Bedroom Mansion on ½ Acre – T...,"KSh 250,000/ month"
4 Bed Villa with En Suite at Runda Paradise,"1, Runda Paradise, Runda, Westlands",4,4,Stunning 4-Bedroom Villa with Garden & SQ – Pri...,"KSh 400,000/ month"
4 Bed Villa with En Suite at Fivestar,"1, Fivestar, Runda, Westlands",4,4,Modern 4-Bedroom Ensuite Villa for Sale/Rent in...,"KSh 330,000/ month"
5 Bed House with En Suite at Benin Drive,"Benin Drive, Runda, Westlands",5,5,Live in Luxury: 5-Bedroom Runda Mansion with Ba...,"KSh 585,000/ month"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,6,Lavington's Sanctuary Residence,"KSh 400,000/ month"
4 Bed House with En Suite at Near Hardy,"Near Hardy, Karen",4,5,4 Bed House In Karen,"KSh 200,000/ month"
4 Bed Villa with En Suite at Bogani,"Bogani, Karen Hardy",4,4,Modern 4 Bedroom Villas In Karen To Let,"KSh 400,000/ month"
4 Bed Townhouse in Muthaiga,Muthaiga,4,4,4 bedroom townhouse all ensuite,"KSh 250,000/ month"
3 Bed Townhouse with En Suite at Lavington West Estate,"Lavington West Estate, Lavington",3,2,Specious 3 bedroom maisonnette plus dsq in a ga...,"KSh 75,000/ month"
5 Bed House with En Suite in Kyuna,"Kyuna, Westlands",5,5,AN EXECUTIVE BUNGALOW HOUSE FOR RENT IN KYUNA,"KSh 850,000/ month"
3 Bed Villa with En Suite in Riverside,"Riverside, Westlands",3,3,Elegant 3-Bedroom Villa All ensuite To Let – Ri...,"KSh 300,000/ month"
4 Bed Villa with En Suite in Kitisuru,"Kitisuru, Westlands",4,4,Stunning 4-Bedroom + DSQ Villa & Family/TV  To...,"KSh 500,000/ month"
4 Bed Villa with En Suite at Five Star Road,"FIVE STAR ROAD, South C",4,4,4 bedroom plus sq maisonette for Rental in Sout...,"KSh 100,000/ month"
3 Bed Townhouse with En Suite in Runda,"Runda, Westlands",3,3,🌟 Nascent Properties Presents: Unparalleled Lu...,"KSh 320,000/ month"
4 Bed Townhouse with En Suite in Brookside,"Brookside, Westlands",4,4,Modern 4 Bedroom Plus DSQ Townhouse For Rent –...,"KSh 270,000/ month"
5 Bed Townhouse with En Suite at Near Safari Park,"Safari park, Near safari park, Thika Road",5,,Spacious 5-Bedroom Townhouse for Rent,"KSh 200,000/ month"
3 Bed House with En Suite in Karura,"Karura, Westlands",3,2,Furnished Futuristic 3br +Dsq houses To LET,"KSh 322,000/ month"
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",4,6,Four bedroom townhouse,"KSh 520,000/ month"
1 Bed House with Garden in Nyari,"Nyari, Westlands",1,,Elegant 1-Bedroom Fully Furnished Apartment for...,"KSh 110,000/ month"
4 Bed House with En Suite in Runda,"Runda, Westlands",4,,Luxurious 4-Bedroom Fully Furnished House for R...,"KSh 350,000/ month"
1 Bed House with Garden in Runda,"Runda, Westlands",1,,1 bedroom furnished Cottage  in Runda,"KSh 120,000/ month"
4 Bed House with Staff Quarters in Redhill,Redhill,4,3,4 BEDROOM  HOUSE TO LET IN REDHILL,"KSh 150,000/ month"
5 Bed House with En Suite in Runda,"Runda Nairobi, Runda, Westlands",5,6,A 5bdrm family house to let in runda.,"KSh 450,000/ month"
4 Bed Villa with En Suite at Convent Drive,"Convent drive, Lavington",4,5,4bedrooms Townhouse For Rent,"KSh 330,000/ month"
5 Bed Villa with En Suite at Kabarsian,"4, Kabarsian, Lavington",5,7,LAVINGTON townhouse for Rent,"KSh 350,000/ month"
3 Bed Townhouse with En Suite in Riverside,"Riverside, Westlands",3,3,3 Bedroom townhouse for rent in Riverside,"KSh 300,000/ month"
5 Bed Townhouse with En Suite at Lavington Green,"Maziwa, Lavington Green, Lavington",5,5,Prestigious new 5 bedroom villas plus family ro...,"KSh 370,000/ month"
4 Bed Townhouse with En Suite at Lavington Green,"Maziwa, Lavington Green, Lavington",4,4,Prestigious 4 bedrooms townhouse plus family rm...,"KSh 330,000/ month"
4 Bed House with En Suite in Runda,"Runda, Westlands",4,5,Expansive 4 Bedroom house all en-suite to let i...,"KSh 450,000/ month"
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",4,5,Exquisite 4 Bedroom Townhouse + dsq for sale/Re...,"KSh 280,000/ month"
6 Bed House with En Suite at Lavington Green,"Maziwa, Lavington Green, Lavington",6,4,Prestigious 6 bedrooms house plus dsq in the he...,"KSh 500,000/ month"
3 Bed Townhouse with En Suite at Tigoni Road,"Banana, Tigoni Road, Muchatha and Banana",3,3,3 bedroom Master ensuite in Banana,"KSh 65,000/ month"
3 Bed Townhouse with En Suite at Tigoni Road,"Banana, Tigoni Road, Muchatha, Muchatha and Banana",3,3,3 Bedroom for rent,"KSh 60,000/ month"
5 Bed House with En Suite at Glory Road,"99, Glory Road, Runda, Westlands",5,6,Glory Road 5 bedrooms ambassadorial,"KSh 550,000/ month"
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",4,4,4 Bedroom townhouse for rent in Kitisuru,"KSh 516,000/ month"
4 Bed House with En Suite in Lavington,Lavington,4,6,Lavington Stand Alone For Rent,"KSh 350,000/ month"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,5,Five-Bedroom Townhouse for Rent in Lavington,"KSh 400,000/ month"
4 Bed House with En Suite in Nyari,"Nyari, Westlands",4,4,Elegant Four-Bedroom House for Rent in Nyari,"KSh 400,000/ month"
5 Bed House with En Suite in Karen,Karen,5,5,Newly Built 4 Bedroom + DSQ to let Karen,"KSh 550,000/ month"
4 Bed Townhouse with En Suite at Lavington Green,"Maziwa, Lavington Green, Lavington",4,3,Stunning secure 4 bedrooms townhouse plus dsq a...,"KSh 250,000/ month"
5 Bed Villa with En Suite at James Gichuru,"james gichuru, Lavington",5,5,EXQUISITE 5-BEDROOM LUXURY TOWNHOUSE,"KSh 400,000/ month"
4 Bed House with En Suite in Lavington,Lavington,4,4,Luxurious 4 bedroom house to let in Lavington,"KSh 250,000/ month"
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,4,4,Luxurious 4 bedroom Townhouse to let in kiambu...,"KSh 180,000/ month"
6 Bed House with En Suite in Loresho,"Loresho, Westlands",6,6,✨ BRAND NEW 6-BEDROOM LUXURY HOUSE TO LET IN L...,"KSh 600,000/ month"
4 Bed House with Staff Quarters in Runda,"Runda, Westlands",4,3,"4 BED HOUSE TO LET IN RUNDA AT KSHS.300,000 PER...","KSh 300,000/ month"
5 Bed House with En Suite in Runda,"Runda, Westlands",5,4,"5 BEDROOM HOUSE TO LET IN RUNDA AT KSHS.250,000...","KSh 250,000/ month"
5 Bed House with En Suite in Runda,"Runda, Westlands",5,6,AMBASSADORIAL HOUSE TO LET AT RUNDA AT USD 4500...,"KSh 585,000/ month"
4 Bed House with En Suite in Runda,"Runda, Westlands",4,5,MODERN 4 BEDROOM HOUSE TO LET IN RUNDA AT KSHS....,"KSh 450,000/ month"
1 Bed House with En Suite in Muthaiga,Muthaiga,1,1,Lovely furnished 1 bedroom cottage in Muthaiga...,"KSh 90,300/ month"
4 Bed Townhouse with En Suite in Karen,Karen,4,4,4 Bedroom villa for rent in Karen,"KSh 350,000/ month"
4 Bed Villa with En Suite in Kitisuru,"Kitisuru, Westlands",4,4,Luxurious modern new 4 bedrooms Villa with a Ds...,"KSh 330,000/ month"
5 Bed Villa with En Suite at Kyuna,"Kyuna, Kitisuru, Westlands",5,5,Spacious 5-Bedroom Villa for Rent – Kyuna,"KSh 500,000/ month"
5 Bed House with En Suite in Gigiri,"Gigiri, Westlands",5,5,Spacious Five-Bedroom House for Rent in Gigiri,"KSh 450,000/ month"
5 Bed Villa at Old Muthaiga,"Old Muthaiga, Muthaiga",5,4,Charming 5-Bedroom House for Rent in Old Muthai...,"KSh 640,000/ month"
4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,4,5,A SUPERB AND LUXURIOUS FOUR BEDROOM MODERN VILL...,"KSh 230,000/ month"
4 Bed Townhouse with En Suite in Brookside,"Brookside, Westlands",4,4,A 4-bedroom unfurnished townhouse is available...,"KSh 270,000/ month"
4 Bed Townhouse with En Suite in Lavington,Lavington,4,5,A Charming 4 Bedroom Townhouse To Let in Laving...,"KSh 300,000/ month"
5 Bed Villa with En Suite at Runda,"Runda, Westlands",5,5,5 bedroom all ensuite plus dsq to let in Runda...,"KSh 580,500/ month"
4 Bed House with Swimming Pool in Kiambu Road,Kiambu Road,4,,4 bedroomed Town House in Kiambu road,"KSh 270,000/ month"
4 Bed Townhouse with En Suite at Kamhomes Villas,"66, Kamhomes Villas, Lavington",4,5,4-bedroom townhouse nestled in the heart of Lav...,"KSh 300,000/ month"
3 Bed House with Backup Generator in Kiambu Road,Kiambu Road,3,,3 bedroomed House in Kiambu road,"KSh 275,000/ month"
5 Bed Villa with En Suite at Off Kitisuru Rd,"Off Kitisuru rd, Kitisuru, Westlands",5,5,Beautiful 5 bedroom house for rent in old Kitis...,"KSh 550,000/ month"
5 Bed House with En Suite at Safari Park Avenue Road,"Thome 5, safari park avenue road, Thome, Roysambu",5,4,"5 bedrooms mansion with 2 bedroom Sq,","KSh 180,000/ month"
5 Bed Townhouse with Garden in Lavington,Lavington,5,5,NEWLY BUILT 5 BEDROOM TOWNHOUSE WITH GARDEN IN...,"KSh 350,000/ month"
4 Bed Townhouse with En Suite at Karen,Karen,4,4,4 bedroom plus DSQ,"KSh 300,000/ month"
2 Bed House with En Suite at Runda,"Runda, Westlands",2,2,FULLY FURNISHED 2 BEDRROOM COTTAGE WITH DSQ IN...,"KSh 240,000/ month"
5 Bed House with En Suite at Loresho,"Loresho, Westlands",5,5,NEWLY BUILT 5 AND 6 BEDROOM VILLAS FOR RENT,"KSh 650,000/ month"
5 Bed Villa with En Suite at Miotoni,"miotoni, Karen",5,5,UNFURNISHED LUXURY 5 BEDROOM VILLA FOR RENT,"KSh 650,000/ month"
5 Bed House with Staff Quarters in Thigiri,"Thigiri, Westlands",5,,5 bedrooms Bangalore house for rent in thigiri...,"KSh 520,000/ month"
4 Bed Townhouse with En Suite at Moyne Drive,"Moyne drive, Mkomani, Nyali",4,4,Sparkling 4 bedroom mansion to let nyali,"KSh 250,000/ month"
5 Bed House with Garden in Loresho,"Loresho, Westlands",5,7,Newly Built 5-Bedroom Rental In Loresho/Kibagar...,"KSh 581,625/ month"
4 Bed Townhouse with En Suite at Westlands,"Westlands, Westlands Area",4,5,A 4 bedrooms townhouse with an SQ for Rent,"KSh 250,000/ month"
4 Bed House with En Suite at Off Muthangari Road,"Off Muthangari road, Lavington",4,5,A 4 bedrooms house with an SQ for Rent,"KSh 250,000/ month"
4 Bed Villa with En Suite in Tigoni,"Tigoni, Limuru",4,4,Stunning 4 Bedroom All Ensuite Villa + DSQ for...,"KSh 180,000/ month"
4 Bed Villa with Staff Quarters in Muthaiga,Muthaiga,4,,Old Muthaiga 4 bedrooms 3 ensuite stand alone v...,"KSh 650,000/ month"
4 Bed House with En Suite at Pepo Lane,"Pepo Lane, Karen",4,4,A spacious 4 bedroomed furnished home to let in...,"KSh 350,000/ month"
4 Bed Villa with En Suite in Kitisuru,"Kitisuru, Westlands",4,4,Luxury 4-Bedroom Villa for Rent in Kitsuru,"KSh 520,000/ month"
3 Bed Townhouse with En Suite at Ridgeways Road,"Ridgeways, Ridgeways road",3,4,3 bedroom fully furnished newly built,"KSh 260,000/ month"
4 Bed House with En Suite in Rosslyn,"Rosslyn, Westlands",4,5,Luxury 4 Bedroom Home for Rent in Rosslyn,"KSh 775,000/ month"
4 Bed Townhouse with En Suite at Westlands,"westlands, Kitisuru, Westlands",4,4,4 BEDROOMS PLUS DSQ VILLA TO LET  IN WESTLANDS...,"KSh 250,000/ month"
5 Bed Villa with En Suite at Westlands,"westlands, Kitisuru, Westlands",5,5,5 BEDROOM PLUS DSQ VILLA TO LET  IN WESTLANDS K...,"KSh 300,000/ month"
4 Bed Villa with En Suite at Tatu City,"Tatu city, Tatu City, Ruiru",4,6,Rustic Italian Charm in Ruiru: Spacious 4 Bedro...,"KSh 120,000/ month"
5 Bed House with En Suite at Benin Drive,"Benin Drive, Runda, Westlands",5,5,Stunning 5-bedroom ambassadorial house to let i...,"KSh 841,239/ month"
4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,4,4,Stunning 4-bedroom villa on Kiambu Road,"KSh 388,264/ month"
6 Bed House with En Suite at Loresho Ridge,"Loresho Ridge, Loresho, Westlands",6,6,Beautiful 6 bedroom house for let Loresho Ridge,"KSh 500,000/ month"
4 Bed House with Staff Quarters in Karen,Karen,4,4,Magnificent 4 bedroom rustic house plus a 2 bed...,"KSh 450,000/ month"
5 Bed Townhouse with Swimming Pool at Easy Access To Lower Kabete And Westlands ...,"Easy access to Lower Kabete and Westlands link road, Spring Valley, Westlands",5,6,Newly built 5 bedrooms townhouse for rent,"KSh 640,000/ month"
5 Bed House with En Suite in Runda,"Runda, Westlands",5,,5 bedrooms house for rent in runda,"KSh 588,000/ month"
4 Bed Villa with En Suite at Two Rivers,"two rivers, Gigiri, Westlands",4,4,ALL ENSUITE 4 BEDROOM DUPLEXES FOR RENT,"KSh 350,000/ month"
4 Bed House with En Suite in Thika Road,Thika Road,4,4,Exquisite 4 bedroom townhouse available to Let...,"KSh 120,000/ month"
5 Bed Villa with En Suite at Tate Close,"51, Tate Close, Kitisuru, Westlands",5,6,Tate Close kitisuru 5 bedrooms for rent,"KSh 550,000/ month"
5 Bed Townhouse with En Suite at Kitisuru Road,"33, Kitisuru Road, Kitisuru, Westlands",5,6,Kitisuru,"KSh 550,000/ month"
5 Bed House with En Suite at Kitisuru Road,"032, Kitisuru Road, Kitisuru, Westlands",5,6,Kitisuru,"KSh 550,000/ month"
5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",5,5,Luxurious  5 Bedroom villa with Dsq for rent,"KSh 750,000/ month"
4 Bed Townhouse with En Suite in Rosslyn,"Rosslyn, Westlands",4,4,Luxurious 4 Bedroom all en-suite plus Dsq,"KSh 300,000/ month"
4 Bed House with En Suite in Karen,Karen,4,5,A SUPER FOUR BEDROOM MANSION IN A COURT IN KARE...,"KSh 420,000/ month"
4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,4,5,AN AMAZING NEWLY BUILT VILLA IN A GATED COMMUNI...,"KSh 325,000/ month"
6 Bed House with En Suite at Muthaiga Road,"55, Muthaiga Road, Muthaiga",6,7,Muthaiga 6 bedrooms house with a 2 bedrooms gue...,"KSh 650,000/ month"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,6,Brand New 5 Bedroom Townhouse for Rent in Lavin...,"KSh 400,000/ month"
4 Bed House with Swimming Pool in Muthaiga,"Old muthaiga Nairobi, Muthaiga",4,5,A 4bdrm ambassadorial house to let in muthaiga.,"KSh 4,000/ month"
5 Bed House with Staff Quarters in Karen,Karen,5,4,5 bedroom house available to let In Karen,"KSh 300,000/ month"
5 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,5,5,5 bedroom townhouse with dsq to let in Kilimani,"KSh 300,000/ month"
5 Bed Villa with En Suite in Kileleshwa,Kileleshwa,5,4,5 bedrooms with dog to let kileleshwa,"KSh 250,000/ month"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,5,5 bedroom to let Lavington,"KSh 250,000/ month"
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",4,4,Elegant 4-Bedroom + DSQ Townhouse for Rent – Ki...,"KSh 300,000/ month"
5 Bed House with En Suite in Kiambu Town,Kiambu Town,5,5,Exquisite 5 bedroom golf estate house to rent i...,"KSh 180,000/ month"
5 Bed Townhouse with En Suite at Tate Close,"Tate close, Kitisuru, Westlands",5,5,5 Bedroom in a gated community,"KSh 550,000/ month"
5 Bed House with En Suite in Runda,"Runda, Westlands",5,5,Stunning Contemporary 5-Bedroom House for Rent...,"KSh 450,000/ month"
4 Bed House with En Suite at Old Kitisuru,"Old Kitisuru, Kitisuru, Westlands",4,4,Charming 4-Bedroom Bungalow with Detached 1-Bed...,"KSh 500,000/ month"
3 Bed Villa with En Suite in Kiambu Road,Kiambu Road,3,3,STUNNING 3-BEDROOM FULLY FURNISHED VILLA IN SEC...,"KSh 260,000/ month"
1 Bed House with Garden at Karen Brooks,"Karen Brooks, Karen",1,1,1 bedroom apartments for rent in Karen Brooks L...,"KSh 120,000/ month"
